0	39	2	62	11	5	63	0	100	43	89	99	36	100	0	57	0
57	100	22	72	0	31	25	0	75	13	100	50	75	87	26	85	0
36	92	7	83	0	37	26	0	77	6	100	46	84	89	36	100	0
27	76	1	42	16	0	70	3	100	40	92	84	44	100	0	73	0
56	99	18	72	0	24	36	0	85	23	100	69	58	100	19	74	0
18	73	0	73	10	24	54	0	100	22	95	71	52	100	5	84	0
12	61	0	20	44	0	92	23	100	64	70	100	15	92	0	52	0
35	76	0	42	11	0	65	5	100	41	97	85	49	100	9	69	0
38	94	4	63	0	20	41	0	84	19	100	60	77	98	32	100	0
47	93	1	67	0	16	53	0	100	32	95	81	42	100	7	62	0
38	51	8	66	0	19	42	0	87	26	100	71	61	100	16	84	0
19	81	0	41	12	0	54	1	88	29	100	71	72	100	31	91	0
14	91	9	52	28	10	74	0	100	38	86	81	43	100	0	80	0
9	100	0	66	20	25	61	0	100	21	93	64	54	91	9	76	0
4	63	12	15	52	0	92	15	100	63	72	100	28	97	0	62	0
22	55	10	60	0	18	46	0	89	28	100	70	68	100	29	69	0
27	100	0	58	12	5	62	0	100	39	97	91	48	97	18	53	0
15	73	0	34	30	0	81	1	100	38	87	78	44	100	16	68	0
45	100	10	67	7	16	56	0	100	31	91	79	38	95	0	61	0
13	68	15	30	42	0	86	19	100	56	84	90	33	100	0	73	0
49	83	8	57	0	17	51	0	93	28	100	70	61	100	8	86	0
68	100	24	83	0	41	13	0	60	3	99	30	100	71	55	89	0
100	70	58	100	10	75	0	24	48	0	100	19	97	68	45	81	0
73	85	31	65	0	0	52	9	100	57	82	100	81	78	38	25	0
28	82	0	39	30	0	80	5	100	54	70	99	22	100	7	50	0
48	100	15	83	0	39	23	1	71	0	100	34	86	77	44	98	0
31	95	5	61	0	23	32	0	77	18	100	51	82	85	37	100	0
16	59	0	31	31	0	78	15	100	55	87	98	40	100	6	67	0
30	100	4	67	0	24	30	0	66	11	95	41	100	82	64	93	0
47	100	19	67	0	30	20	0	68	5	100	33	91	72	50	88	0
34	76	0	41	7	0	62	0	100	33	95	74	49	100	0	83	0
33	93	8	58	0	20	35	0	78	21	100	55	94	93	48	100	0
77	100	53	90	0	43	13	0	86	34	100	84	73	51	10	9	0
22	98	0	75	4	18	55	0	100	36	84	89	34	100	21	46	0
67	97	19	74	0	30	34	0	79	32	100	76	58	100	10	73	0
31	88	5	50	4	8	57	0	100	30	100	71	56	100	0	92	0
38	73	5	64	0	15	53	0	98	34	100	83	47	100	20	60	0
10	97	2	47	24	1	74	0	100	43	82	90	33	100	0	65	0
10	86	0	44	33	0	80	9	100	65	64	100	22	74	32	20	0
27	100	2	56	12	8	62	0	100	33	94	79	46	94	0	72	0
50	86	17	60	0	27	21	0	70	9	100	37	91	70	63	100	0
0	56	5	14	47	0	86	25	100	66	76	100	34	80	6	45	0
11	50	0	16	38	0	79	8	100	46	76	84	37	100	0	84	0
24	87	0	62	7	0	61	0	100	44	80	100	29	93	7	36	0
17	96	0	45	26	0	73	1	100	48	88	100	44	99	23	52	0
9	86	1	51	27	11	76	0	100	39	84	83	37	100	0	69	0
7	86	0	62	15	20	62	0	100	31	96	73	53	100	8	78	0
63	77	30	100	0	59	12	13	67	0	100	37	88	83	34	88	0
23	83	0	48	10	9	53	0	91	23	100	63	75	97	31	100	0
89	100	38	83	0	44	2	0	61	2	100	40	100	88	45	98	0
7	89	0	45	16	5	51	0	84	20	100	61	84	100	50	98	0
6	74	0	32	38	0	90	14	100	64	67	100	18	78	16	34	0
84	81	39	100	0	66	9	18	60	0	100	33	89	80	36	92	0
31	88	6	58	14	13	64	0	100	33	96	77	49	100	0	81	0
44	97	9	62	0	13	41	0	82	26	100	72	63	100	17	92	0
35	44	41	2	81	14	100	60	81	100	40	85	9	49	0	0	0
100	77	58	100	16	69	0	27	40	0	93	15	95	58	53	89	0
27	100	0	64	4	8	63	0	100	46	73	96	12	79	0	25	0
23	85	0	49	2	11	52	0	91	30	100	67	70	100	14	96	0
20	85	0	61	18	22	50	0	86	11	100	51	79	87	45	100	0
13	54	0	16	39	0	82	17	100	54	89	93	47	100	26	65	0
43	97	3	69	0	20	43	0	88	23	100	70	62	100	14	84	0
45	100	12	82	0	41	17	4	62	0	100	21	96	60	54	66	0
36	100	3	76	0	32	27	0	70	6	100	37	91	76	49	70	0
33	95	4	69	0	27	39	0	88	16	100	56	69	89	17	100	0
81	90	29	82	0	42	10	0	70	16	100	56	96	100	47	82	0
38	85	13	55	31	8	75	0	100	40	85	87	42	100	0	79	0
35	85	22	38	45	0	87	12	100	57	81	100	37	97	0	72	0
36	84	9	86	0	38	27	0	72	9	100	47	88	94	46	100	0
48	77	19	66	0	6	49	0	93	38	100	96	48	100	0	70	0
34	89	14	84	0	38	24	0	75	3	100	42	82	86	34	100	0
0	67	14	25	57	0	100	22	95	75	54	100	7	87	4	39	0
0	44	15	0	62	5	95	40	100	88	60	100	27	64	11	17	0
19	86	18	35	57	0	100	24	92	72	47	100	0	77	1	31	0
17	82	3	39	30	0	81	8	100	49	74	90	24	100	0	61	0
6	43	16	2	68	0	100	35	81	75	38	100	7	63	0	22	0
0	70	1	29	37	0	88	5	100	43	78	79	34	100	5	70	0
70	91	25	69	0	35	6	0	58	0	97	25	100	63	85	100	0
26	52	16	8	63	0	100	34	99	81	54	100	6	82	0	38	0
19	66	3	28	34	0	77	13	100	51	78	89	34	100	0	76	0
48	53	10	54	0	0	49	6	88	48	100	100	48	84	7	44	0
31	93	7	59	8	20	54	0	98	27	100	65	60	94	0	100	0
20	85	3	55	0	17	38	0	79	23	100	58	83	92	35	100	0
34	76	0	41	8	0	65	11	100	47	99	90	42	100	7	67	0
46	94	13	69	0	28	32	0	77	7	100	44	85	83	43	100	0
40	94	22	95	0	45	23	0	83	10	100	58	61	100	19	75	0
38	96	6	60	0	19	47	0	99	25	100	65	71	100	17	85	0
80	88	43	100	9	70	0	31	28	0	78	11	100	46	90	85	0
25	100	0	69	1	20	43	0	87	16	100	61	72	100	29	96	0
12	55	0	46	21	6	66	0	100	30	99	73	63	100	18	93	0
32	90	0	60	2	17	51	0	95	27	100	69	66	100	25	72	0
21	100	0	64	2	23	40	0	86	18	100	56	75	91	30	81	0
60	80	12	50	3	0	57	10	97	50	100	100	46	92	0	59	0
47	100	11	81	0	39	21	3	62	0	98	22	100	63	61	73	0
18	99	6	51	22	6	69	0	100	37	90	83	44	100	0	80	0
27	82	5	39	30	0	80	15	100	59	74	100	23	95	0	53	0
59	90	16	88	0	41	25	0	77	10	100	55	82	100	35	94	0
32	75	6	48	0	16	34	0	79	11	100	39	99	70	82	100	0
71	100	29	69	0	32	24	0	76	18	100	56	85	95	31	98	0
6	83	0	39	24	0	73	11	100	51	82	94	35	100	6	62	0
62	88	20	65	0	24	34	0	78	24	100	63	77	100	26	93	0
11	84	0	34	35	0	84	19	100	67	65	100	21	70	11	24	0
31	83	0	53	1	8	57	0	100	30	98	75	51	100	7	72	0
94	95	56	100	23	67	0	29	19	0	69	16	100	50	89	90	0
3	70	0	25	41	0	89	18	100	61	75	100	25	100	14	58	0
31	78	0	57	14	13	59	0	100	23	98	69	62	100	19	91	0
12	73	0	30	33	0	77	6	100	44	78	85	37	100	12	67	0
9	96	1	50	12	0	69	3	100	48	82	97	28	100	0	54	0
15	80	0	46	20	7	67	0	100	33	93	76	53	100	16	75	0
29	94	2	59	0	17	47	0	90	25	100	66	71	100	19	98	0
0	59	9	36	43	0	91	20	100	65	65	100	15	84	10	41	0
26	91	0	80	2	34	33	0	80	8	100	50	82	92	38	100	0
39	96	14	77	0	36	25	0	78	4	100	43	77	82	28	100	0
51	92	12	63	0	8	54	0	100	37	86	86	28	100	20	56	0
43	100	8	67	3	27	41	0	87	27	100	66	54	92	0	74	0
9	100	4	64	0	24	28	0	69	18	100	49	92	84	46	90	0
18	26	43	0	77	5	100	43	88	86	55	100	21	88	0	52	0
37	84	0	51	2	7	53	0	98	27	100	70	58	100	7	99	0
69	100	22	80	0	34	31	0	80	28	100	75	56	99	7	71	0
40	89	0	25	46	0	100	49	70	100	44	78	95	62	34	22	0
54	82	12	67	0	28	34	0	83	8	100	46	73	82	28	100	0
5	77	0	64	21	5	71	0	100	49	67	100	19	93	13	28	0
71	100	27	76	1	33	24	0	74	23	100	65	51	79	0	58	0
94	82	45	100	1	63	0	9	53	0	100	30	97	85	47	97	0
0	88	10	48	33	12	75	0	100	35	87	75	50	100	6	95	0
1	90	0	54	20	16	68	0	100	31	99	71	61	100	26	75	0
31	71	2	36	32	0	82	12	100	57	66	93	15	100	0	60	0
30	49	24	9	60	0	90	31	100	71	75	100	32	90	0	63	0
56	92	15	68	0	24	39	0	86	16	100	60	76	100	30	93	0
39	90	14	75	0	34	26	0	75	0	100	35	82	74	42	100	0
31	99	1	59	0	2	62	0	100	47	76	100	20	83	12	28	0
26	92	0	49	10	4	61	0	100	31	95	76	50	100	4	83	0
11	85	0	46	12	5	53	0	88	25	100	68	73	100	34	92	0
29	100	0	66	11	24	52	0	98	14	100	55	61	83	11	85	0
39	94	0	31	42	0	100	43	95	100	30	69	49	53	30	28	0
47	100	0	75	5	29	50	0	100	18	100	63	59	96	4	88	0
50	91	16	70	0	30	29	0	76	24	100	62	89	100	36	85	0
11	100	0	68	22	14	66	0	100	35	78	88	34	100	13	51	0
10	80	12	37	38	0	90	4	100	44	72	82	24	100	0	62	0
25	84	0	62	8	17	52	0	92	26	100	69	66	100	20	88	0
43	100	9	64	0	19	44	0	90	22	100	66	66	99	15	88	0
12	78	7	36	33	2	83	0	100	38	85	78	43	100	0	80	0
16	76	2	44	16	0	84	12	100	57	75	100	9	88	0	44	0
21	73	8	40	36	0	77	1	100	44	82	90	41	100	0	86	0
9	77	0	30	29	0	70	4	100	37	84	82	47	100	17	72	0
29	96	15	53	33	12	79	0	100	38	82	80	38	100	0	74	0
